year,COM,GUY,LBR,SEN,BRN,JPN,USA,RUS,OMN,ALB,BOL,SYR,BDI,ISL,TWN,QAT,CHE,PAK,MMR,MDG,PNG,TCD,EGY,HTI,ZAF,BHS,MAR,IND,BFA,JAM,PHL,VNM,GNQ,THA,SLE,ESP,AFG,PRT,MUS,GIN,GTM,IDN,AGO,HKG,MRT,GNB,POL,ECU,DZA,GMB,NLD,CMR,CIV,NGA,ARG,MNG,SLV,MEX,TUN,IRQ,HND,BRB,VUT,KHM,ETH,DNK,FRA,KOR,KEN,ITA,GHA,NCL,DEU,VEN,FJI,ISR,BRA,MLT,LAO,SDN,BGR,NZL,PRY,AUT,MLI,PER,LKA,BMU,GAB,BHR,HUN,PRK,JOR,CHL,KWT,CAN,CAF,CRI,GRC,TGO,TTO,COL,SWE,URY,PAN,LBN,BEL,WSM,SOM,SGP,NER,YEM,MOZ,LBY,IRN,DJI,AUS,CHN,DOM,UGA,CUB,IRL,SUR,BEN,COG,FIN,TUR,GBR,NOR,NIC,CYP
1985,0.010550344,-0.43067965,-1.4215525,-0.57012707,-1.2078664,2.2611158,1.638648,0.23856644,0.32613447,-0.22362235,-1.1953478000000002,-0.42902243,-1.6375006,0.18712519,1.1711024,0.23533793,2.0131693,-0.0050355718,-0.92055434,-0.8248359000000001,-1.3347443,-0.99947935,-0.5659487,0.15577303,0.09726435,1.0139267,-0.14357056,0.1962352999999999,-0.47902843,-0.025164166,-0.17666492,-0.567513,-1.7827712,-0.034093115,-1.416763,1.242168,-0.77111715,0.7940826,0.033518184,-1.8612611,0.24616036,-0.9577844,-1.6061753,0.9896814,-1.0841451000000002,-0.08763957,0.79224974,-1.1552956,-0.6576529000000001,-1.0366299,1.3754183,-2.0138822,-0.71366656,-2.1005998,-0.08531514,-0.12291184,-0.76413035,0.4799209,0.20037039,-0.61044484,-0.9072142,0.8016724000000001,-0.9504532,-0.0303629529999999,-0.6931508000000001,1.4614339,1.6447956999999995,0.98547375,-0.29381514,1.7398401,-1.2252623,-0.8300076,2.0888488,-0.3585177,0.008471003,1.2297502,0.3798839,0.8511868,-0.8732694999999999,-0.9277871,0.920301,0.5404358,-1.0525345,1.8110515,-0.10791881,-0.18748552,-0.2813594,1.5800653999999998,-1.6846332999999998,0.58673245,0.86170316,0.299175,0.6470276,-0.290377,0.3170686,0.8728727,-1.3682497,-0.24292496,0.3567353,-1.310364,0.53000736,0.1320206,2.0139627,0.63739514,0.13177563,0.7168061,1.4597868,-0.5177953,-0.99385196,0.67323864,0.23023215,0.20927589,-0.2859576,-0.3871394,-1.001685,0.79811245,0.023471281,0.3023982999999999,-0.05317204,-1.7617706000000002,-0.49325517,1.3876362,-1.301204,-1.3888912,-1.9347553,1.7100948,0.50302655,1.8823171000000003,1.0138328,-1.259085,0.48616788
1986,-0.98432344,-0.46993682,-1.1899452,-0.20986657,-1.1651266000000002,2.4410226,1.4722458,0.19445059,-0.58016896,-0.2838635,-1.1576226,-0.29205108,-1.612922,-0.054987907,1.2396133,0.17302594,2.2430112,-0.19499819,-1.0348911,-1.229771,-1.7205335,-1.2181252,-0.32102573,0.19685158,-0.18315698,0.81994027,-0.24942987,0.111756966,-0.74852425,-0.30291075,-0.24141206,-0.82816356,-1.3315971000000002,0.03297547,-1.5461280000000002,1.2088363000000002,-0.9025275,0.73959416,-0.06703885,-0.40575168,0.006797659,-0.8964008,-1.6318718,0.9862869,-1.2450662,-0.27475777,0.8681960999999999,-0.9059035,-0.44524434,-1.2478744,1.4807415000000002,-0.8327696,-1.5307623,-1.9114639,0.054541506,-0.57024086,0.32415533,0.8058685,0.21097249,-0.85536045,-0.5563015,0.9011994,-1.0905837,1.2823699,-0.91031194,1.549122,1.6510098999999998,1.0946392,-0.26061717,1.8222423,-1.2393313999999995,-0.9917647,2.2951012000000004,-0.2896613,-0.2227831,1.1605083,0.5119,0.97473633,-1.0404423,-1.3611193,0.7127357,0.52381885,-0.9674259,1.9664917,-0.8625264000000001,-0.28029564,-0.46007282,0.9825184,-1.4321492,0.36096907,0.79321635,0.49004936,0.8537127,-0.34506488,0.18010624,0.79917496,-1.3334097,0.22809498,0.23605128,-0.8714316999999999,0.20715916,-0.013468358,2.1597557000000003,0.44854477,0.33437696,0.2521942,1.4557425,-0.7242381,-0.8275319,0.66663694,-0.26529896,0.04221347,-0.2577552,-0.56746423,-1.1559565,0.7140261,-0.07160436,0.18662155,-0.14176027,-2.0656636,-0.3667357999999999,1.4325275,-0.92684764,-1.5127104999999998,-1.5801651,1.8103139,0.23871544,1.8046935,1.032131,-0.5174282,0.36990044
1987,-1.0480763000000002,-0.6958807,-1.7431424,-0.08528713,-0.6054764,2.435067,1.5041777,0.10450897,-0.4599045999999999,-0.45801422,-0.9095687,-0.36297917,-1.4702758,0.03914278,1.2953458,0.055279046,2.1858616,-0.3861862,-1.1963269,-1.3456652,-1.5382701,-0.8172016,-0.37738067,0.10039804,-0.12222948,0.78648645,-0.33932176,0.22746186,-0.51817656,-0.14589563,-0.26117778,-0.93801117,-1.7066443,0.020793855,-1.3350768999999998,1.1571069,-0.5925357,0.6694148,-0.18015103,-2.0595264,-0.0311348329999999,-0.8629657,-1.2368513,0.9628302,-0.99595153,-0.7073969,0.866993,-0.65934247,-0.5877991,-1.4823463,1.47632,-1.0309196,-1.2352327,-1.6584746,0.15372239,-0.005907524,0.42270163,0.9288414,0.061273713,-0.64090794,-0.5750515,0.8229786,-1.3258076,0.15868907,-0.8965069999999999,1.5664679,1.7136773,0.94186527,-0.12859915,1.7134532999999998,-1.3792408,-0.6580451,2.307656,0.3084295999999999,-0.3400393,1.2525562,0.4670528,1.1105448999999998,-0.8973114,-1.3237633999999998,0.6340864,0.5235567,-0.80567497,1.8749354,-1.3829995000000002,-0.07572923,-0.3885385,1.1089424,-1.2733158000000002,0.587974,0.7710371,0.23673432,0.8133528,-0.24393941,-0.22544391,0.8812406999999999,-1.3516077,0.3837757,0.09904098,-0.24546687,0.065856695,-0.07882849,2.1660948,0.53025055,-0.1257242999999999,0.37449422,1.4290200000000002,-0.6248911,-0.48173466,0.85195255,-1.7057563000000002,-0.40392843,-0.45229053,-0.17106713,-1.1625142,0.9142521999999998,0.11334667,0.26646662,-0.14900133,-1.8761148,-0.6379523,1.4448752,-1.289216,-1.2904218,-1.6997999,1.804301,0.34995636,1.8923665,1.0746776000000002,-0.0451881659999999,0.33413932
1988,-0.3638947,-0.24134947,-1.4325266,-0.9311517,-0.59785503,2.401594,1.3039662,0.23909324,-0.21223629,-0.41627362,-1.0443693,-0.30033496,-1.299856,0.01216694,1.1212254,0.39890382,2.138445,-0.47015402,-1.1153395000000002,-1.3219715,-1.5489109,-1.1421212,0.009313237,0.07246221,-0.14610487,0.7111618000000001,-0.2608603,0.19980137,-0.52511346,-0.09612261,-0.25439537,-0.9644071,-1.6862843,-0.056564588,-1.4277688,1.1189601,-0.44622338,0.6199446,-0.22142188,-1.8832941000000003,-0.075623855,-0.7891355,-1.5448482,0.9202762,-1.3498992,-1.1808257,0.93908465,-0.93190485,0.30726528,-0.9946868,1.3779607,-1.760814,-1.4085753,-1.7004043000000002,0.07127104,-0.27912065,0.26216206,0.8786606,0.17009701,-0.38866648,-0.54269195,0.9085021,-1.0473102,0.39138103,-0.85608065,1.5712403,1.6469854,0.924156,-0.13344449,1.7309746,-1.1688603000000002,-0.8906255999999999,2.2490575,-0.27476466,-0.4290706,1.335792,0.45610747,0.8924973,-0.9736541,-1.1425794,0.65585846,0.4442828,-0.69930667,1.8688368,-0.21269032,-0.11088593,-0.4238729999999999,1.2095661,-1.4609504,0.81832385,0.86196244,0.16772975,0.6781571,-0.30469114,0.5417873000000001,0.8190812,-1.1931329,0.09328053,0.13048927,0.050715502,0.3410559999999999,0.023043497,2.194509,0.2689291,0.2706726,0.28342718,1.4460998,-0.66892266,-0.8235084,0.7569441,-0.36830175,-1.0561761,-0.31121513,0.0037678094,-1.1633584,0.6312751,0.0047379467,0.26592958,-0.29193714,-1.6294978,-0.5593507,1.3921438,-1.0949067,-0.6505135999999999,-1.8407605,1.7362242,0.29366776,1.8213445,1.1190089,-0.11381439,0.43362936
1989,-0.6093313,-0.55186725,-1.3830937,-0.09299046,0.06770663,2.3486432999999995,1.4548531999999998,0.35396,-0.26839375,-0.2675055999999999,-1.011278,-0.062437303,-1.8317591,-0.08326119,1.245347,0.15902182,2.1608682,-0.47983906,-1.2357382,-1.2018379,-1.5851008999999998,-0.99404776,-0.16542955,0.04187653,-0.06427589,0.52233875,-0.2191288,0.15640275,-0.65565735,-0.08798952,-0.12529661,-0.8653559000000001,-2.0410504,-0.04978246,-1.4543834999999998,1.1739968,-0.75990236,0.5937118,-0.39594415,-1.5816146999999998,-0.1780412999999999,-0.54680806,-1.7327941999999998,0.89223766,-1.2024422,-1.3601992,0.98298186,-0.7983623000000001,0.08523355,-0.89869213,1.4025087,-0.93646365,-0.9928746,-1.803848,0.23464148,-0.2617115,0.4657835999999999,0.8024578,0.053207375,-0.48260373,-0.63201475,0.8654188,-0.7004629,-0.70568126,-0.9259299,1.5821754,1.5896549,0.82717246,-0.5682756,1.685014,-1.3727212,-1.1171261,2.2320096,-0.04738016,-0.31709695,1.393693,0.4971786,0.87158865,-0.6383364,-1.0654907,0.899958,0.54991674,-0.8826203000000001,1.922901,-1.1794124,-0.14162207,-0.4863364,1.3679024,-1.5356299,0.6524763000000001,0.8953822,0.25157392,0.7050123,-0.22406912,0.6283858,0.7961727,-0.9724788,0.038610946,0.20817527,-0.91899824,0.48464683,-0.06450713,2.1454446,0.38336164,0.3172737,0.2322581,1.4083898,-0.59477425,-1.2875359,0.83075553,-1.4066944,-0.8201195,-0.3771584,0.080797195,-0.89059275,0.9663272,0.0756125,0.37919855,-0.26882026,-1.7488707,-0.562322,1.431819,-1.1751028,-0.4071389,-1.7327290000000002,1.8241296,0.28229994,1.832586,1.0771606000000002,-0.51745313,0.5191307
1990,-0.21138713,-0.42856997,-1.2362225,-0.365358,-0.57967997,2.4079127,1.5378866000000002,0.2052284999999999,-0.6183044,-0.089227796,-0.9525153,-0.22836983,-0.90851784,-0.008552001,1.3199292,0.3074618,2.2974455000000003,-0.36948994,-1.145185,-0.88165903,-1.2384382,-1.2685978,-0.05248686,0.106406175,0.02626312,0.55967015,-0.2543368,0.32042456,-0.79326737,-0.2177125,-0.0050872554999999,-0.9215473,-1.6032699,0.20083626,-1.1296383,1.2147769,-0.4974749,0.66438174,-0.23830372,-1.7899811999999995,-0.03255294,-0.36867863,-1.7250086,0.85782427,-1.4829103,-0.9888227,0.8119624,-0.60951424,-0.22003697,-0.998607,1.4753748,-0.93715644,-1.0598393999999998,-1.8804187,0.07939052,-0.24129085,0.43448547,0.8526511,0.16828303,-0.6898289000000001,-0.42623258,0.77238715,-0.6932228,-0.84359926,-0.831623,1.6879727999999998,1.6697148999999998,0.9673943000000002,0.09504056,1.7684221999999998,-1.450862,-0.5982599000000001,2.304778,-0.035711788,-0.3155743,1.2470188999999998,0.57644767,0.8170276,-0.9278151,-1.0214949,0.77988195,0.4574689,-0.8845572,2.0186763,-1.1291844,-0.1971945,-0.37577876,1.2522827,-1.3781224,0.3069091,0.94997215,0.3499804999999999,0.7541116,-0.31663913,-0.7751898,0.8045633000000001,-1.1455236999999998,0.039152086,0.1774805,-0.81168264,0.35763168,-0.0567134,2.1224406000000005,0.44617423,0.20523061,0.2670540999999999,1.4488851,-0.21422982,-1.4226866000000002,0.8606628000000001,-0.37375444,-1.096856,-0.2281266,-0.4066455,-1.0631917,0.97821504,-0.10606606,0.39096692,-0.23581596,-1.4666004,-0.6065673,1.3686644,-1.1496061000000002,-0.47649658,-1.7242106,1.8661126,0.19346277,1.9776291,0.8454686,-0.3105116,0.34024888
1991,0.30382058,-0.64796036,-1.276356,-0.417256,-0.6393751999999999,2.447788,1.6767421999999998,0.2390433999999999,-0.76687384,-0.4252218,-0.8777961999999999,-0.6312346,-1.48932,-0.07816179,1.3399353,-0.0671336,2.3262882,-0.52447534,-1.5514665,-0.8964216,-1.2115431,-0.33103126,-0.09493218,0.09231371,0.17016582,0.38052422,-0.37468588,0.2116513,-0.6215263000000001,-0.37741166,-0.11556005,-1.05371,-1.2925681,0.07669915,-1.5210751,1.2400475,-0.696774,0.62516916,-0.35614547,-1.1718303999999995,-0.19336793,-0.46800104,-1.1378045,0.8029048000000001,-1.2893689,-0.8204143,0.64294195,-0.76408195,-0.12831905,-1.5669258,1.4946836,-1.7704498,-1.3044924999999998,-1.4970427,0.114979535,-0.1564431,0.289798,0.833643,-0.03870025,-0.8848533000000002,-0.5216287000000001,0.8620599,-0.21960995,-0.92580277,-1.0146594,1.6556404999999998,1.7084998,0.82043624,-0.2573859,1.7996848,-1.5224481,-1.1439496999999998,2.32257,0.2612714,-0.5581494,1.361392,0.664515,0.7261278,-1.1785675,-0.9405996,0.5075166,0.5028902,-0.91645336,1.9961559,-1.1648141,-0.20728733,-0.47947776,0.399277,-1.1980877,0.18447047,0.8486201999999999,0.2557906,0.6700053,-0.15565236,0.6867127,0.80869925,-1.0333982,-0.07826977,0.12616609,-0.25281766,0.27066392,0.029939918,2.2669816000000003,0.30588946,0.027677497,0.13106725,1.5426428,-0.7346599,-0.6801783,0.9010481,-0.49703166,-1.0351012,-0.07675072,-0.31183034,-1.0504899,0.58403134,0.08193432,0.2606727,-0.5167228,-1.4266682,-0.7127594,1.4585146,-0.8615828000000001,-0.59709984,-1.6896131999999997,1.9488499,0.17649071,1.9737062,0.9339434,-0.4845109,0.44265997
1992,-0.5867219,-0.64476913,-0.79055727,-0.43371767,-1.1427218,2.4516976,1.6606933,0.07179942,-0.9067019,-0.24194154,-0.6098256,-0.5667243000000001,-1.2228538,-0.076690935,1.3694786,-0.49141288,2.24952,-0.48015213,-1.0302669,-0.97787267,-1.6022211000000002,-1.2855526000000002,-0.1021428559999999,-0.0057326425,0.23633459,0.18108827,-0.33971134,0.10109412,-1.1768976,-0.20032948,-0.13976054,-0.9892592,-2.3828418,0.10951831,-0.87742454,1.3015106,-0.34798887,0.4750497,-0.24955761,-1.1153501,-0.03114624,-0.5250669,-1.9064204,0.7541121999999999,-1.2700906,-0.22399347,0.5811663,-0.8157778,-0.24189658,-1.4704193,1.4315072,-2.0470762,-1.6897308999999998,-2.2759233,0.043178517,-0.15134239,0.396523,0.90393656,0.1448196,-1.1629895,-0.5100636,0.91219497,-1.2260708,-1.0366849,-1.0364817,1.6964642,1.6827663,0.7780656,-0.31818014,1.7818997,-0.93631417,-1.284672,2.296835,-0.1063848959999999,-0.57388693,1.3543618,0.68514436,0.828211,-1.0371097,-0.9301931,0.503161,0.4186602,-0.9064329,1.975207,-0.9495793,-0.2865449,-0.45780572,0.30202687,-1.6835721999999995,0.0473958629999999,0.9144619,0.2010421,0.7169644000000001,-0.1881056,-1.2360951999999998,0.74702996,-1.3248144,0.116540015,0.1395037999999999,-1.1992922,0.4350598,0.022894625,2.2265904,0.24275775,0.28931484,0.18613528,1.449085,-0.1307729,-0.611123,0.95691025,0.056698486,-0.71160233,-0.11965306,-0.33330947,-1.1951077,0.7085928000000001,0.08381158,0.2694114,-0.33897862,-1.264399,-0.7190109,1.4541723,-0.9841207,-1.2062666000000002,-2.0198758000000003,1.9296613,0.16096586,1.8901808,0.8779646000000001,-0.2140833,0.47151634
1993,-0.34387055,-0.54372257,-0.8084346,-0.0068151555,-0.5795158,2.5014784,1.7574322,0.09869032,-0.43477792,-0.14518717,-0.73812234,-0.6564439999999999,-0.9822671,0.048244495,1.500474,-0.40017506,2.276629,-0.48600748,-1.3525847,-0.8245826999999999,-1.4523779,-0.3900317,-0.2707385,0.120218776,0.26929644,0.2230332,-0.4496164000000001,-0.040976036,-0.291444,-0.43525997,-0.034594767,-0.88167125,-1.1272538,0.26162717,-0.4167805999999999,1.2904428,-0.397524,0.51299405,-0.40095413,-1.5756843,0.030771434,-0.44292355,-1.9763305,0.6357398,-1.4981574,-1.8313884,0.6095556,-0.9074185,-0.4721233,-0.88414085,1.4525532,-1.9445407,-1.532131,-2.1761053,0.2624993,-0.3169537,0.32619464,0.96886706,0.23820497,-2.2749438,-0.53279936,0.87169313,-1.0819451,-1.0732062,-0.8282594000000001,1.6421124,1.7458352,0.86511177,-0.15452337,1.7575287,-1.563115,-0.7380682,2.374316,-0.1373062,-0.5238229999999999,1.3952483,0.71042395,0.6577565,-0.85613245,-1.1084906,0.41361317,0.5022685,-0.70944446,1.9981111,-0.5963695999999999,-0.24909249,-0.49537194,0.64840436,-1.5533774,-0.0057818023,0.98937887,0.37704566,0.74075466,-0.09169658,-1.8666966,0.8763723,-0.39411327,-0.00996891,0.15732527,-1.1193447,0.25975093,-0.0526125879999999,2.1914546,0.38028958,0.30119994,0.19283062,1.5457045,0.5886395000000001,-0.7857456,1.0893146,-1.1617073999999998,-0.5785180999999999,-0.5234132,-0.77517176,-1.0589169,1.1186404,0.14340955,0.20542997,-0.41704094,-1.174419,-0.8457370999999999,1.4061823,-0.95677847,-0.8767883,-2.0453722,1.8424733,0.13682298,1.8681479,0.6736732,-0.40413305,0.5800241999999999
1994,0.19294254,-0.6570964,-0.7939238000000001,-0.2261627999999999,-0.8213792,2.753766,1.8352795,0.08631987,0.22435209,-0.4185117999999999,-0.6386456,-0.6851254,-1.4184858,0.15073091,1.6386569,-0.34534413,2.3438973,-0.8008187,-1.308876,-0.98794377,-1.990665,-0.61763847,-0.14357018,-0.2820604,0.28121313,0.39264482,-0.47772825,0.025185736,-0.93797946,-0.57897747,-0.12054342,-0.97550076,-1.9423456,0.22984588,-0.29043847,1.2540367,-0.53647894,0.40532863,-0.5982877,-1.6245922,-0.09410263,-0.37045544,-1.5302494,0.7096011,-1.2293923999999998,-1.9215914,0.61704695,-0.8776259,-0.6473042,-0.6533489,1.4318464,-1.6771147000000002,-1.5827525,-2.2083857000000005,0.011662558,-0.7524883000000001,0.038814466,1.0145633,-0.022034097,-0.4759095,-0.72523123,0.99276406,-0.7143498,-1.1871777,-0.9198983,1.5812225,1.6955881000000002,1.0450891,-0.16752367,1.7008197,-1.7132303,-0.97267205,2.4024092999999995,0.047540426,-0.79860145,1.3741417,0.6346257,0.9412218,-1.05472,-1.1526794,0.39016843,0.47771427,-0.7481939999999999,2.0233753,-0.4055174,-0.47761777,-0.6352298000000001,0.57252103,-1.1774285,0.15097891,0.9331544,0.3739989999999999,0.96916276,-0.093508966,-0.3505922999999999,0.92707074,-0.8785568000000001,-0.21163619,0.013961171,-0.79693764,0.19678456,-0.065624334,2.2618797,0.4624719,0.17144051,0.2357278,1.4814678,-0.7482561,-0.2904036,1.1752586,-0.70667505,-1.1702323,-0.3016489,-0.27178422,-0.96248543,0.17306353,0.15028365,0.23897666,-0.45108807,-1.2847152,-0.6306278000000001,1.4963303,-0.47978818,-0.71108484,-0.83381605,1.8981271,0.11210191,1.9469445,0.6779841,-0.55971,0.28902602
1995,-0.068550095,-0.67723155,-0.8962011999999999,-0.823351,-0.9558629,2.7569916,1.7987746,0.21990402,-0.1971535,-0.48601517,-0.40036303,-0.8377771,-1.5838801000000002,0.20224127,1.4947969,-0.59742117,2.2748377,-0.77411985,-1.2948704,-0.94746536,-2.1185977000000005,-0.7951843000000001,-0.31375718,-0.5705403,0.30523005,0.12093758,-0.60148996,0.014040312,-0.6246187,-0.84481174,-0.21202703,-0.91815513,-2.223129,0.24968666,-0.83938515,1.2111368,-0.34636995,0.40357745,-0.49199882,-1.1199343000000002,-0.11020196,-0.3517228,-2.053099,0.53720605,-1.6295335,-1.6832744,0.77193046,-1.0149418,-0.7547284000000001,-0.54650456,1.4039422,-1.1125693,-0.756408,-2.1109157000000005,0.20184879,-0.6094261,-0.14001507,0.70141584,-0.15984921,-1.1909647,-0.6962329,1.0049459,-1.1842031000000002,-1.1335086,-0.9904382,1.5038837,1.8525544,1.0402497,-0.2910099,1.6509237,-1.37112,-0.7683324,2.4218001,-0.04476012,-0.99601126,1.2093135,0.84012413,0.79936546,-1.1114191,-0.69513506,0.34956887,0.5040502,-0.3071519,2.066799,-0.71971065,-0.39793774,-0.6365550999999999,0.76960766,-1.7765595,-0.34852347,0.9214619,0.52067333,0.6969473,-0.2670323,-0.6521015,0.9752891,-0.46255112,-0.27658665,0.1579289999999999,-0.64812875,0.07721228,0.05043142,2.2917228,0.33923385,0.14997895,-0.016820166,1.5654641000000002,-1.1753037,-0.9604327,1.2015071000000002,-0.5410887,-1.4161747,-0.99616843,-0.46992382,-0.7950759,0.66245633,0.11059099,0.31854877,-0.4838778,-1.2213686,-0.43375832,1.3312805,-0.70075274,-1.2487919,-1.1688069,2.1080754,0.08747559,1.8762095,0.87472504,-0.5598231,0.3765268
1996,0.003669254,-0.61834574,-1.2208627,-0.7154093,-0.6611984000000001,2.858869,1.7423915,0.5052465,-0.227075,-0.42357388,-0.5529928000000001,-1.0964813999999998,-1.0377163,0.101509675,1.7375783,-0.5119765000000001,2.3443375,-0.7593618000000001,-1.3258219999999998,-0.97157466,-1.9188641,-0.86847115,-0.40593803,-0.71610254,0.2771715,0.30171943,-0.5651204000000001,0.14576894,-0.67227405,-0.64363986,0.0020327789999999,-0.80995685,-1.7825303,0.2615512,-0.026599558,1.1575912,-0.76043606,0.49924794,-0.5786989,-1.2720119,-0.2869895999999999,-0.2595201,-2.314454,0.6990414,-1.182626,-2.1513245,0.80628306,-1.1289531000000002,-0.47806224,-0.8948465,1.331177,-1.1725338,-0.89091486,-1.9253069,0.0071993014,-0.27900666,-0.22862528,0.8856901,-0.2509174,0.8137553000000001,-0.57403964,0.5993914,-0.78353953,-0.9007304,-1.0725186000000002,1.4169273,1.5713655,1.2307925,-0.4706532999999999,1.5914419,-1.0374128,-0.99466103,2.3471012000000004,-0.039966896,-0.8019991,1.1599215,0.80873376,1.2455923999999998,-0.6025249,-1.3428534,0.51078904,0.40423292,-0.66705376,2.0126257,-0.86230385,-0.37430757,-0.71165013,0.6585619,-2.043879,-0.3591985,0.905526,0.7789484,0.22512518,-0.16133434,-0.4127972,0.9709318,-1.0945272,-0.23773022,0.21841832,-0.87962556,-0.0025410573,0.07010097,2.1864145,0.182427,-0.032430105,-0.09233984,1.5604855,-0.5299065,-1.4749852,1.2886347,-0.539406,-1.3949999,-1.0840464,-0.48206618,-1.0058132,-0.15297638,0.025253419,0.38397494,-0.37009582,-1.1058956,-0.76692337,1.4763685,-1.0628045,-1.0235153,-1.2520955,2.0076194,0.072597004,1.9481484,0.8207271,-0.81087923,0.11774219
